split,statement_id,original_label,label,label_name,statement,subject,speaker,speaker_job,state_info,party_affiliation,context,text_length_chars,text_length_words
train,13446.json,barely-true,0,not_credible,casey weinstein faith military cadets wanted watch religious film casey weinstein sued us military sued soldiers,"military,religion",ohio-republican-party,,Ohio,republican,a campaign mailer,112,16
train,2466.json,barely-true,0,not_credible,says julie parrish wants add sales tax everything need buy including food clothing medicine school supplies,taxes,future-pac-oregon-house-democrats,campaign committee,Oregon,democrat,a campaign mailer,107,16
train,9276.json,pants-fire,0,not_credible,says gubernatorial candidate clay pell hasnt spent dime advertising,"campaign-finance,elections,polls",robert-walsh,"Executive Director, NEARI",Rhode Island,labor-leader,"an interview on WPRI's ""Newsmakers"" program",67,9
train,4468.json,mostly-true,1,credible,poverty among americans statistically unchanged recent years social security,"poverty,pundits,retirement,social-security",rachel-maddow,MSNBC host,,none,"on ""The Rachel Maddow Show""",76,9
train,3157.json,mostly-true,1,credible,says last decade states population grew three times faster texas state tax system,"state-budget,taxes",mike-villarreal,Small business owner,Texas,democrat,an op-ed column.,81,13
train,7167.json,barely-true,0,not_credible,percent people getting minimum wage state high school students,"income,labor,workers",robert-singer,Sen. Bob Singer represents New Jersey's 30th Legislative District,New Jersey,republican,a speech on the New Jersey Senate floor,62,9
train,8581.json,barely-true,0,not_credible,survey north carolina democrats also agree election laws voter id,"elections,legal-issues",pat-mccrory,Governor of North Carolina,North Carolina,republican,"an interview on MSNBC's ""The Daily Rundown""",65,10
train,2677.json,false,0,not_credible,says tom perriello voted give tax breaks foreign companies creating jobs china,"china,energy,message-machine,stimulus",robert-hurt,U.S. Congressman,Virginia,republican,a TV ad,78,12
train,12105.json,false,0,not_credible,ted cruz negotiations donald trumps running mate,elections,facebook-posts,Social media posting,,none,a post and story from Elect Leaders,48,7
train,1067.json,true,1,credible,town hall meeting health care abc didnt even allow ads opposed presidents health care plan aired,health-care,lamar-smith,Congressman,Texas,republican,an interview on Fox News,96,16
train,2047.json,true,1,credible,says texas one state inspector every oil gas wells,"energy,environment",jeff-weems,Lawyer,Texas,democrat,a speech,50,9
train,2504.json,pants-fire,0,not_credible,peter defazio sneak percent tax banking transactions,taxes,chain-email,,,none,in a chain e-mail,52,7
train,4012.json,false,0,not_credible,threw barbecue yesterday memorial weekend percent expensive last year barack obamas policies led groceries going percent,"economy,new-hampshire-2012",michele-bachmann,Congresswoman,Minnesota,republican,"an interview on WKXL-AM in Concord, N.H.",120,16
train,11600.json,false,0,not_credible,says president barack obama invite republican senator dine white house fifth year office,bipartisanship,jeb-bush,,Florida,republican,"Atlantic, Iowa, during a campaign event.",88,13
train,6896.json,false,0,not_credible,says obama new york city day israeli prime minister benjamin netanyahu went tv show instead meeting,"debates,foreign-policy,israel",paul-ryan,U.S. Representative,Wisconsin,republican,in a debate,99,16
train,5424.json,false,0,not_credible,dallas proofofinsurance ordinance resulted area tow lots mostly filling cars illegal residents,immigration,chain-email,,,none,a chain email.,94,12
train,6261.json,barely-true,0,not_credible,america used third easiest country get established business number,economy,charles-bass,U.S. Representative ,New Hampshire,republican,a speech after he filed to run for reelection at the New Hampshire Statehouse,66,9
train,11008.json,false,0,not_credible,public support abortion actually going little bit polls show,"abortion,polls",donald-trump,President-Elect,New York,republican,"comments on CNN's ""State of the Union""",60,9
train,10545.json,barely-true,0,not_credible,students fla high school forced recite islamic prayer make prayer rugs,"education,islam",blog-posting,,,none,a headline on DownTrend.com,70,11
train,12108.json,false,0,not_credible,sayssenate republicans following longstanding tradition filling vacancies supreme court middle presidential election year,"congress,supreme-court",mitch-mcconnell,Senate minority leader,Kentucky,republican,Fox News Sunday,121,13
train,3086.json,mostly-true,1,credible,impact federal health care legislation huge georgia,health-care,nathan-deal,,,republican,a newspaper interview,51,7
train,5426.json,false,0,not_credible,atheists country right jews muslims hindus buddhists combined doubled,religion,david-silverman,"President, American Atheists",,activist,a story on TV website,69,9
train,7383.json,false,0,not_credible,doubled distance cars go gallon gas,"energy,environment",barack-obama,President,Illinois,democrat,the State of the Union address,35,6
train,10955.json,barely-true,0,not_credible,last time saw chevrolet japan doesnt exist folks,"economy,transportation",donald-trump,President-Elect,New York,republican,his presidential announcement speech,48,8
train,10441.json,pants-fire,0,not_credible,documents released soviet union show soviet union started treating president ronald reagan seriously reagan fired air traffic controllers,"foreign-policy,history,labor,transportation,unions",scott-walker,Milwaukee County Executive,Wisconsin,republican,an interview,137,18
train,4724.json,barely-true,0,not_credible,says tanking rick perrys federal tax plan huge tax cuts rich people big tax hikes everyone else,"pundits,taxes",rachel-maddow,MSNBC host,,none,a TV commentary.,95,17
train,2005.json,barely-true,0,not_credible,powerful houston democrats sylvia garcia democrat county commissioner harris county elyse lanier wife former liberal democrat mayor bob lanier sponsored democrat fundraiser speaker joe straus numerous democrat officials highranking union officials,bipartisanship,david-barton,"President, Wallbuilders",Texas,republican,an open letter,247,31
train,12147.json,true,1,credible,big soda lot moneythey make lot profit product market neighborhoods suffer things trying cure,"economy,taxes",jim-kenney,Philadelphia Mayor,Pennsylvania,democrat,Pennsylvania,93,14
train,4392.json,mostly-true,1,credible,says federal workers onefourth federal workforce make year,"government-efficiency,new-hampshire-2012",mitt-romney,Former governor,Massachusetts,republican,"a town hall in Litchfield, N.H.",58,8
train,10344.json,barely-true,0,not_credible,weve caught iran cheating interim nuclear deal,"foreign-policy,nuclear",stephen-hayes,Senior writer for the Weekly Standard,,none,"a panel discussion on ""Fox News Sunday""",46,7
train,3211.json,true,1,credible,im candidate milwaukee county executive voted increasing government pensions,"candidates-biography,county-budget,state-budget",jeff-stone,"Member of State Assembly, 82nd District",Wisconsin,republican,a campaign radio ad,76,9
train,9399.json,mostly-true,1,credible,fifth world executions behind china iran iraq saudi arabia,criminal-justice,bill-maher,Host of Real Time with Bill Maher,California,independent,"in comments on ""Real Time with Bill Maher""",58,9
train,12282.json,mostly-true,1,credible,texas registered voters dont kind photo id needed vote,"elections,history,states",tom-smitty-smith,"director, Texas office, Public Citizen",Texas,none,a commentary published in the Austin American-Statesman,54,9
train,10047.json,barely-true,0,not_credible,says scott brown cosponsored legislationto let employers deny women coverage formammograms,"health-care,legal-issues,women",jeanne-shaheen,Senator,New Hampshire,democrat,a news release,90,11
train,9810.json,false,0,not_credible,nazi imagery used block governor campaign describe supporters allan fung governor,"elections,history,human-rights,campaign-advertising",allan-fung,"mayor, city of Cranston, R.I.",Rhode Island,republican, a news release,81,11
train,6217.json,barely-true,0,not_credible,says congressional budget office said youre going buy policy health care exchanges youll paying percent family,health-care,rick-scott,Governor,Florida,republican,a Fox News interview,110,16
train,9064.json,mostly-true,1,credible,russian annexation crimea removes million residents ukraine provided margin victory viktor yanukovych promoscow prime minister last election,"elections,foreign-policy",karl-rove,,Texas,republican,"a panel discussion on ""Fox News Sunday""",140,17
train,8359.json,pants-fire,0,not_credible,says man opted obamacare marketplace launched oct informed owed fine,health-care,facebook-posts,Social media posting,,none,viral posts on the Internet,68,10
train,3986.json,pants-fire,0,not_credible,multnomah countys food action plan clearly plans disrupt free market system terms food choices making harder expensive many residents eat food choice,"county-government,government-regulation",roxanne-ross,blogger,Oregon,none,an online posting,149,22
train,5168.json,false,0,not_credible,says according study obamas health care initiative nearly percent people wisconsin health insurance costs go percent,health-care,frank-lasee,,,republican,an opinion column,116,16
